月謝,げっしゃ<br><br>monthly tuition fee,N5 N1
月賦,げっぷ<br><br>monthly installment (instalment); monthly payment,N5 N1
日陰,ひかげ<br><br>(1) shade; shadow <br>(2) sunshine,N5 N1
誕生日,たんじょうび<br><br>irthday,N5 N1
年賀,ねんが<br><br>New Year's greetings; New Year's card,N5 N1
年鑑,ねんかん<br><br>yearbook; almanac; annual,N5 N1
素早い,すばやい<br><br>(1) fast; quick; prompt; nimble; agile <br>(2) quick (to understand); sharp (judgement),N1 N4
樹木,じゅもく<br><br>trees and shrubs; arbour; arbor,N5 N1
山脈,さんみゃく<br><br>mountain range,N5 N1
山岳,さんがく<br><br>mountains,N5 N1
沢山,たくさん<br><br>many; a lot; much,N5 N1
巫山戯る,ふざける<br><br>to romp; to gambol; to frolic; to joke; to make fun of; to flirt; to mess around; to screw around; to josh,N0 N5 N1
土俵,"どひょう<br><br>(1) arena, esp. in sumo <br>(2) forum (e.g. for discussion) <br>(3) sandbag; gabion",N5 N1
郷土,きょうど<br><br>native place; birth-place; one's old home,N5 N1
混凝土,コンクリート<br><br>concrete,N5 N1 N2
架空,かくう<br><br>(1) aerial; overhead <br>(2) fiction; fictitious; imaginary; fanciful,N5 N1
田舎,いなか<br><br>(1) rural area; countryside; the sticks <br>(2) hometown,N1 N4
天皇,てんのう<br><br>Emperor of Japan,N5 N1
天井,てんじょう<br><br>ceiling; ceiling price,N5 N1
天災,てんさい<br><br>natural calamity; disaster,N5 N1
天津,あまつ<br><br>heavenly; imperial,N5 N1
誕生,たんじょう<br><br>irth; creation; formation,N5 N1
生涯,しょうがい<br><br>one's lifetime (i.e. one's existence until death); one's career,N5 N1
一生懸命,いっしょうけんめい<br><br>very hard; with utmost effort; with all one's might; for dear life,N3 N5 N1
衛生,えいせい<br><br>health; hygiene; sanitation; medical,N5 N1
芝生,しばふ<br><br>lawn,N5 N1
生臭い,なまぐさい<br><br>fishy; raw; smelling of fish or blood,N5 N1
生き甲斐,いきがい<br><br>something one lives for; purpose in life; raison d'être,N5 N1
花嫁,はなよめ<br><br>ide,N5 N1
花弁,はなびら<br><br>(flower) petal,N5 N1
花壇,かだん<br><br>flower bed,N5 N1
花瓶,かびん<br><br>(flower) vase,N5 N1
草履,ぞうり<br><br>zori (Japanese footwear sandals),N3 N1
昆虫,こんちゅう<br><br>insect; bug,N1 N2
詩人,しじん<br><br>poet,N5 N1
人柄,ひとがら<br><br>personality; character; personal appearance; gentility,N5 N1
素人,しろうと<br><br>(1) amateur; novice; layman <br>(2) non-celebrity; member of the general public <br>(3) unlicensed prostitute,N5 N1
人影,ひとかげ<br><br>(1) figure(s) of a person (persons) <br>(2) shadow of a person,N5 N1
証人,しょうにん<br><br>witness,N5 N1
玄人,くろうと<br><br>(1) expert (professional) in a given trade or profession <br>(2) woman in the nightlife business; demimondaine,N5 N1
名誉,めいよ<br><br>honor; honour; credit; prestige,N5 N1
氏名,しめい<br><br>full name; identity,N5 N1
名簿,めいぼ<br><br>egister of names; list of names; roll; register,N5 N1
名称,めいしょう<br><br>name; title,N5 N1
仮名遣い,かなづかい<br><br>kana orthography; syllabary spelling,N5 N1 N2
振り仮名,ふりがな<br><br>furigana (kana over or beside kanji to indicate pronunciation),N5 N1 N2
女房,にょうぼう<br><br>(1) wife <br>(2) court lady; female court attache; woman who served at the imperial palace,N5 N1
障子,しょうじ<br><br>shoji (paper sliding door),N5 N1
扇子,せんす<br><br>folding fan,N5 N1
硝子,ガラス<br><br>(1) glass; pane <br>(2) vitreous,N5 N1
稲子,いなご<br><br>(1) rice grasshopper (of genus Oxya) <br>(2) grasshopper; locust (of family Catantopidae),N5 N1
項目,こうもく<br><br>(data) item; entry,N5 N1
駄目,だめ<br><br>(1) no good; not serving its purpose; useless; broken <br>(2) hopeless; wasted; in vain; purposeless <br>(3) cannot; must not; not allowed,N5 N1
目盛り,めもり<br><br>scale; gradations,N5 N1
丁目,ちょうめ<br><br>district of a town; city block (of irregular size),N5 N1
継ぎ目,つぎめ<br><br>joint; seam; joining point,N5 N1
蛇口,じゃぐち<br><br>faucet; tap,N5 N1
拍手,はくしゅ<br><br>clapping hands; applause,N5 N1
派手,はで<br><br>showy; loud; gay; flashy; gaudy,N5 N1
手帳,てちょう<br><br>(1) notebook; memo pad <br>(2) certificate <br>(3) identification card,N5 N1
握手,あくしゅ<br><br>handshake,N5 N1
手錠,てじょう<br><br>handcuffs; manacles,N5 N1
攻め手,せめて<br><br>offense; offence; method of attack,N5 N1
駆け足,かけあし<br><br>(1) running fast; double time <br>(2) cantering <br>(3) doing things in a hurry,N5 N1
裸足,"はだし<br><br>(1) barefoot <br>(2) superior to (a professional, etc. in ability or achievement)",N5 N1
偏見,へんけん<br><br>prejudice; narrow view,N5 N1
騒音,そうおん<br><br>noise,N1 N4
魅力,みりょく<br><br>charm; fascination; glamour; glamor; attraction; appeal,N1 N4
威力,いりょく<br><br>power; might; authority; influence,N1 N4
弾力,だんりょく<br><br>elasticity; flexibility,N1 N4
雰囲気,ふんいき<br><br>atmosphere (e.g. musical); mood; ambience; ambiance,N5 N1 N2
磁気,じき<br><br>magnetism,N5 N1
無邪気,むじゃき<br><br>innocence; simple-mindedness,N5 N1 N2
吐き気,はきけ<br><br>nausea; sickness in the stomach,N5 N1
気兼ね,きがね<br><br>hesitance; diffidence; feeling constraint; fear of troubling someone; having scruples about doing something,N5 N1
陰気,いんき<br><br>gloom; melancholy,N5 N1
気障,きざ<br><br>affected; smug; pompous; conceited; snobby; pretentious,N5 N1
暢気,のんき<br><br>carefree; optimistic; careless; reckless; heedless; happy-go-lucky; easygoing,N5 N1
素っ気ない,そっけない<br><br>cold; short; curt; blunt,N5 N1
円滑,えんかつ<br><br>smooth; undisturbed; uninterrupted; harmonious,N5 N1
購入,こうにゅう<br><br>purchase; buy,N5 N1
侵入,しんにゅう<br><br>penetration; invasion; raid; aggression; trespass,N5 N1
納入,のうにゅう<br><br>payment; supply,N5 N1
潜入,せんにゅう<br><br>infiltration; sneaking in,N5 N1
提出,ていしゅつ<br><br>(1) to present; to submit (e.g. a report or a thesis); to hand in; to file; to turn in <br>(2) presentation; submission; filing,N5 N1
脱出,だっしゅつ<br><br>(1) escape; break-out <br>(2) prolapse; proptosis,N5 N1
振り出し,ふりだし<br><br>(1) shaking out <br>(2) throw (of dice); toss <br>(3) drawing; issuing; draft; draught <br>(4) starting point; beginning; outset <br>(5) infusion,N5 N1
噴出,ふんしゅつ<br><br>spewing; gushing; spouting; eruption; effusion,N5 N1
出端,では<br><br>(1) chance of going out; opportunity (to succeed) <br>(2) musical accompaniment for an actor going on stage,N5 N1
創立,そうりつ<br><br>establishment; founding; organization; organisation,N5 N1
立派,りっぱ<br><br>splendid; fine; handsome; elegant; imposing; prominent; legal; legitimate,N5 N1
孤立,こりつ<br><br>isolation; being alone; being friendless,N5 N1
献立,こんだて<br><br>(1) menu; bill of fare <br>(2) program; programme; schedule,N5 N1
樹立,じゅりつ<br><br>establish; create,N5 N1
休暇,きゅうか<br><br>holiday; day off; furlough; absence (from work),N5 N1
休憩,きゅうけい<br><br>est; break; recess; intermission,N5 N1
休養,きゅうよう<br><br>est; break; recreation,N5 N1
先輩,せんぱい<br><br>senior (at work or school); superior; elder; older graduate; progenitor; old-timer,N5 N1
先端,せんたん<br><br>pointed end; tip; fine point; spearhead; cusp; vanguard; advanced; leading edge; apex (of a curve),N5 N1
脚本,きゃくほん<br><br>script; screenplay; scenario,N5 N1
本棚,ほんだな<br><br>ookshelves; bookshelf; bookcase,N5 N1
文句,もんく<br><br>(1) phrase <br>(2) complaint,N1 N4
文献,ぶんけん<br><br>literature; books (reference); document,N1 N4
文脈,ぶんみゃく<br><br>context,N1 N4
文房具,ぶんぼうぐ<br><br>stationery,N3 N1 N4
苗字,みょうじ<br><br>surname; family name,N1 N4
哲学,てつがく<br><br>philosophy,N5 N1
奨学金,しょうがくきん<br><br>(1) scholarship; stipend; bursary <br>(2) student loan,N5 N1
学士,がくし<br><br>university graduate,N5 N1
校舎,こうしゃ<br><br>school building,N5 N1
是正,ぜせい<br><br>correction; revision,N1 N4
正義,せいぎ<br><br>justice; right; righteousness; correct meaning,N1 N4
訂正,ていせい<br><br>correction; revision; amendment,N1 N4
洪水,こうずい<br><br>flood,N5 N1
排水,はいすい<br><br>drainage,N5 N1
水素,すいそ<br><br>hydrogen,N5 N1
水源,すいげん<br><br>source of river; fountainhead,N5 N1
淡水,たんすい<br><br>fresh water (i.e. not salt water),N5 N1
噴水,ふんすい<br><br>water fountain,N5 N1
潜水,せんすい<br><br>diving,N5 N1
火災,かさい<br><br>conflagration; fire,N5 N1
噴火,ふんか<br><br>eruption,N5 N1
火傷,やけど<br><br>urn; scald,N5 N1
磁石,じしゃく<br><br>(1) magnet <br>(2) compass,N3 N1
車掌,しゃしょう<br><br>(train) conductor,N5 N1
汽車,きしゃ<br><br>train (steam),N5 N1
金融,きんゆう<br><br>financing; credit transacting; loaning of money; circulation of money,N5 N1
金属,きんぞく<br><br>metal,N5 N1
金銭,きんせん<br><br>money; cash,N5 N1
梅雨,つゆ<br><br>(1) rainy season <br>(2) rain during the rainy season,N5 N1
奇数,きすう<br><br>odd number,N3 N1
滅多に,めったに<br><br>arely; seldom,N5 N1
半径,はんけい<br><br>adius,N5 N1
半端,はんぱ<br><br>emnant; fragment; incomplete set; fraction; odd sum; incompleteness,N5 N1
形態,けいたい<br><br>form; shape; figure,N3 N1
太鼓,たいこ<br><br>drum,N1 N4
細胞,さいぼう<br><br>cell (biology),N1 N2
詳細,しょうさい<br><br>detail; particulars,N1 N2
細菌,さいきん<br><br>acillus; bacterium; germ,N1 N2
亜細亜,"アジア<br><br>(1) Asia (esp. ""the Far East"") <br>(2) Asian; Asiatic",N1 N2
長閑,のどか<br><br>tranquil; calm; quiet; peaceful,N5 N1
焦点,しょうてん<br><br>focus (e.g. photographic); focal point,N3 N1
視点,してん<br><br>opinion; point of view; visual point,N3 N1
盲点,もうてん<br><br>lind spot,N3 N1
句読点,くとうてん<br><br>punctuation mark; punctuation marks,N3 N1 N5
交渉,こうしょう<br><br>(1) negotiations; discussions <br>(2) connection,N3 N1
蛍光灯,けいこうとう<br><br>(1) fluorescent lamp; fluorescent light <br>(2) person who is slow to react; someone slow on the uptake,N2 N1 N4
光沢,こうたく<br><br>illiance; polish; lustre; luster; glossy finish (of photographs),N1 N4
稲光,いなびかり<br><br>(flash of) lightning,N1 N4
統計,とうけい<br><br>statistics,N1 N4
素直,すなお<br><br>(1) obedient; meek; docile; unaffected <br>(2) honest; frank; upfront (about one's feelings),N3 N1
直径,ちょっけい<br><br>diameter,N3 N1
垂直,すいちょく<br><br>vertical; perpendicular,N3 N1
新幹線,しんかんせん<br><br>ullet train (very high speed); Shinkansen,N5 N1 N2
沿線,えんせん<br><br>along railway line,N1 N2
幹線,かんせん<br><br>main line; trunk line,N1 N2
脱線,だっせん<br><br>(1) derailment <br>(2) digression; deviation,N1 N2
矢,や<br><br>arrow,N1
矢っ張り,やっぱり<br><br>also; as I thought; still; in spite of; absolutely; of course,N1 N2
矢印,やじるし<br><br>arrow (mark or symbol); directional marker or indicator,N1 N2
矢鱈に,やたらに<br><br>andomly; recklessly; blindly,N0 N1
強烈,きょうれつ<br><br>strong; intense; severe,N1 N4
強請る,ねだる<br><br>(1) to tease; to coax <br>(2) to solicit; to demand; to extort,N1 N4
高尚,こうしょう<br><br>high; noble; refined; advanced,N5 N1
同盟,どうめい<br><br>alliance; union; league,N1 N4
同士,どうし<br><br>fellow; mutual; companion; comrade; bonding,N1 N4
同僚,どうりょう<br><br>coworker; co-worker; colleague; associate,N1 N4
叔母,おば<br><br>aunt,N5 N1
伯母さん,おばさん<br><br>aunt,N5 N1
叔父,おじ<br><br>uncle,N5 N1
伯父さん,おじさん<br><br>(1) uncle <br>(2) old man; mister (vocative) <br>(3) manybar goatfish (Parupeneus multifasciatus),N5 N1
従姉妹,いとこ<br><br>cousin (female),N1 N4
従兄弟,いとこ<br><br>cousin (male),N1 N4
自己,じこ<br><br>self; oneself,N1 N4
自衛,じえい<br><br>self-defense; self-defence,N1 N4
自慢,じまん<br><br>pride; boast,N1 N4
自我,じが<br><br>self; the ego,N1 N4
体系,たいけい<br><br>system; organization; organisation; architecture,N1 N4
体裁,ていさい<br><br>(1) (outward) appearance <br>(2) (proper) format (e.g. of an essay); form; style <br>(3) appearances; decency; show; display <br>(4) lip-service; insincere words; glib talk,N1 N4
羊毛,ようもう<br><br>wool,N1 N2
冒頭,ぼうとう<br><br>eginning; start; outset,N1 N4
街頭,がいとう<br><br>in the street,N1 N4
首飾り,くびかざり<br><br>necklace; choker,N1 N4
肝心,かんじん<br><br>essential; fundamental; crucial; vital; main,N1 N4
臨時,りんじ<br><br>temporary; special; extraordinary,N5 N1
徹夜,てつや<br><br>all night; all-night vigil; sleepless night,N1 N4
分析,ぶんせき<br><br>analysis,N5 N1
分離,ぶんり<br><br>separation; partition; detachment; segregation; isolation; decollation,N5 N1
分裂,ぶんれつ<br><br>split; division; break up,N5 N1
随分,ずいぶん<br><br>(1) very; extremely; surprisingly; considerably <br>(2) contemptible; reprehensible,N5 N1
養分,ようぶん<br><br>nourishment; nutrient,N5 N1
隔週,かくしゅう<br><br>every other week,N5 N1
新鮮,しんせん<br><br>fresh,N5 N1
新興,しんこう<br><br>ising; developing; emergent,N5 N1
古里,ふるさと<br><br>home town; birthplace; old village; historic village; native place; one's old home,N5 N1
古典,こてん<br><br>old book; classics; classic,N5 N1
瞬間,しゅんかん<br><br>moment; second; instant,N5 N1
間隔,かんかく<br><br>space; interval; SPC,N5 N1
間柄,あいだがら<br><br>elation(ship),N5 N1
方策,ほうさく<br><br>plan; policy,N1 N4
貴方,あなた<br><br>(1) you (referring to someone of equal or lower status) <br>(2) dear (what a wife calls a husband),N1 N4
西暦,せいれき<br><br>Christian Era; CE; anno domini; AD,N5 N1
望遠鏡,ぼうえんきょう<br><br>telescope,N3 N1 N4
遠慮,えんりょ<br><br>diffidence; restraint; reserve; discretion; tact; thoughtfulness,N1 N4
ご遠慮ください,"ごえんりょください<br><br>please refrain from ~ (e.g. smoking, etc.)",N1 N4
近視,きんし<br><br>myopia; shortsightedness; nearsightedness,N1 N4
近眼,きんがん<br><br>nearsightedness; shortsightedness; myopia,N1 N4
前提,ぜんてい<br><br>preamble; premise; reason; prerequisite; condition; assumption; hypothesis; given,N5 N1
後輩,"こうはい<br><br>junior (at work, school, etc.); younger people; younger student",N5 N1
後悔,こうかい<br><br>egret; repentance,N5 N1
内閣,ないかく<br><br>cabinet; (government) ministry,N3 N1
内訳,うちわけ<br><br>itemization (of expenses); the items; breakdown; classification,N3 N1
牧場,"まきば<br><br>(1) farm (livestock); ranch (US); station (Aus, NZ) <br>(2) pasture land; meadow; grazing land",N1 N4
敷地,しきち<br><br>site; plot; lot; grounds,N1 N4
地獄,じごく<br><br>hell,N1 N4
墓地,ぼち<br><br>cemetery; graveyard,N1 N4
盆地,ぼんち<br><br>asin (e.g. between mountains),N1 N4
地盤,じばん<br><br>stronghold; base; (the) ground,N1 N4
国籍,こくせき<br><br>nationality,N5 N1
幼稚園,ようちえん<br><br>kindergarten,N3 N1 N2
視野,しや<br><br>field of vision; outlook,N1 N4
原稿,げんこう<br><br>manuscript; copy,N3 N1
原典,げんてん<br><br>original (text),N3 N1
郷里,きょうり<br><br>irth-place; home town,N1
市街,しがい<br><br>urban areas; the streets; town; city,N1 N4
風邪,かぜ<br><br>cold (illness); common cold,N1 N4
風俗,ふうぞく<br><br>(1) manners; customs <br>(2) sex service; sex industry,N1 N4
風呂,"ふろ<br><br>(1) bath; bathtub <br>(2) bathroom; bathhouse <br>(3) room for drying lacquerware <br>(4) base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)",N1 N4
扇風機,せんぷうき<br><br>electric fan,N3 N1 N4
風呂敷,ふろしき<br><br>wrapping cloth; cloth wrapper,N1 N4
お風呂,おふろ<br><br>ath,N1 N4
雪崩,なだれ<br><br>avalanche,N3 N1
海峡,かいきょう<br><br>channel (e.g. between two land masses); strait,N1 N4
衛星,えいせい<br><br>satellite,N1 N2
惑星,わくせい<br><br>planet,N1 N2
控え室,ひかえしつ<br><br>waiting room,N1 N4
井戸,いど<br><br>water well,N1 N2
戸籍,こせき<br><br>census; family register,N1 N2
戸棚,とだな<br><br>cupboard; locker; closet; wardrobe,N1 N2
戸締まり,とじまり<br><br>closing up; fastening the doors,N1 N2
瀬戸物,せともの<br><br>earthenware; crockery; china,N1 N2 N4
通訳,つうやく<br><br>interpretation (i.e. oral translation),N1 N4
通帳,つうちょう<br><br>passbook; bankbook,N1 N4
融通,ゆうずう<br><br>(1) lending (money); finance <br>(2) adaptability; versatility; flexibility; accommodation,N1 N4
透き通る,すきとおる<br><br>to be(come) transparent,N1 N4
遣り通す,やりとおす<br><br>to carry through; to achieve; to complete,N1 N4
軌道,きどう<br><br>(1) orbit; trajectory <br>(2) railroad track,N5 N1
街道,かいどう<br><br>highway (esp. one existing from the Edo period); main road,N5 N1
道徳,どうとく<br><br>morals,N5 N1
宣言,せんげん<br><br>declaration; proclamation; announcement,N5 N1
言い訳,いいわけ<br><br>(1) excuse <br>(2) explanation,N5 N1
言葉遣い,ことばづかい<br><br>speech; expression; wording; language,N3 N5 N1
証言,しょうげん<br><br>evidence; testimony,N5 N1
歓声,かんせい<br><br>cheer; shout of joy,N1 N4
語源,ごげん<br><br>word root; word derivation; etymology,N5 N1
熟語,じゅくご<br><br>(1) kanji compound <br>(2) idiom; idiomatic phrase,N5 N1
語句,ごく<br><br>words; phrases,N5 N1
朗読,ろうどく<br><br>eading aloud; recitation,N5 N1
購読,こうどく<br><br>paid subscription (e.g. magazine),N5 N1
秘書,ひしょ<br><br>(1) (private) secretary <br>(2) treasured book; secret book,N5 N1
書籍,しょせき<br><br>ook; publication,N5 N1
聖書,せいしょ<br><br>Bible; scriptures,N5 N1
書斎,しょさい<br><br>study; library; den; home office; reading room,N5 N1
箇条書き,かじょうがき<br><br>itemized form; itemised form; itemization; itemisation,N5 N1 N2
記憶,きおく<br><br>(1) memory; recollection; remembrance <br>(2) storage,N3 N1
記載,きさい<br><br>ecord; statement; description; mention; listing; registration; booking; entry,N3 N1
紙幣,しへい<br><br>paper money; notes; bills,N1 N4
企画,きかく<br><br>planning; project; plan; design,N1 N4
漫画,まんが<br><br>cartoon; comic; comic strip,N1 N4
図鑑,ずかん<br><br>illustrated reference book; illustrated encyclopedia (esp. for children); picture book,N1 N4
宗教,しゅうきょう<br><br>eligion,N1 N4
教養,きょうよう<br><br>cultivation; refinement; culture; education,N1 N4
宣教,せんきょう<br><br>eligious mission; religious proclamation,N1 N4
素晴しい,すばらしい<br><br>wonderful; splendid; magnificent,N3 N1
考慮,こうりょ<br><br>consideration; taking into account,N1 N4
理屈,りくつ<br><br>theory; reason,N1 N4
義理,ぎり<br><br>duty; sense of duty; honor; honour; decency; courtesy; debt of gratitude; social obligation,N1 N4
推理,"すいり<br><br>easoning; inference; mystery or detective genre (movie, novel, etc.)",N1 N4
算盤,そろばん<br><br>abacus,N1 N2
創作,そうさく<br><br>production; literary creation; work,N1 N4
傑作,けっさく<br><br>(1) masterpiece; best work <br>(2) amusing blunder; funny mistake; boner,N1 N4
凶作,きょうさく<br><br>ad harvest; poor crop,N1 N4
駄作,ださく<br><br>poor work; rubbish,N1 N4
還元,かんげん<br><br>esolution; reduction; return to origins,N1 N4
元素,げんそ<br><br>chemical element,N1 N4
食卓,しょくたく<br><br>dining table,N5 N1
食糧,しょくりょう<br><br>food (esp. staple food such as rice or wheat); provisions; rations; food supply,N5 N1
筋肉,きんにく<br><br>muscle; sinew,N1 N4
豚肉,ぶたにく<br><br>pork,N1 N4
鶏肉,けいにく<br><br>chicken meat,N1 N4
馬鹿,ばか<br><br>(1) fool; idiot <br>(2) trivial matter; folly; absurdity <br>(3) foolish; stupid; dull; absurd; ridiculous <br>(4) surf clam,N3 N1
馬鹿らしい,ばからしい<br><br>absurd,N3 N1
馬鹿馬鹿しい,ばかばかしい<br><br>absurd; ridiculous; silly; ludicrous; nonsensical; asinine; foolish,N3 N1
亜米利加,アメリカ<br><br>America,N3 N1
焦げ茶,こげちゃ<br><br>lack tea,N1 N4
色彩,しきさい<br><br>colour; color; hue; tints,N1 N4
脚色,きゃくしょく<br><br>dramatization (e.g. film); dramatisation,N1 N4
従来,じゅうらい<br><br>up to now; so far; traditional; existing (e.g. equipment),N5 N1
行為,こうい<br><br>act; deed; conduct,N5 N1
施行,しこう<br><br>(1) execution; enforcing; carrying out <br>(2) giving alms; giving food to the poor or monks,N5 N1
孝行,こうこう<br><br>filial piety,N5 N1
行儀,ぎょうぎ<br><br>manners; behavior; behaviour,N5 N1
徐行,じょこう<br><br>going slowly,N5 N1
譲歩,じょうほ<br><br>concession; conciliation; compromise,N1 N4
廃止,はいし<br><br>abolition; repeal,N1 N4
阻止,そし<br><br>obstruction; check; hindrance; prevention; interdiction,N1 N4
活躍,かつやく<br><br>(1) activity (esp. energetic); great efforts; conspicuous service <br>(2) to flourish; to participate actively; to play an active role,N3 N1
購買,こうばい<br><br>(1) procurement; purchase; buying <br>(2) school store; co-op; school canteen; tuck shop,N5 N1
汽船,きせん<br><br>steamship; steamboat; steamer,N3 N1
弓,"ゆみ<br><br>(1) bow (and arrow) <br>(2) archery <br>(3) bow (for a violin, etc.)",N1
回覧,かいらん<br><br>circulation,N1 N4
展覧会,てんらんかい<br><br>exhibition,N5 N1 N2
宴会,えんかい<br><br>party; banquet,N5 N1
組織,そしき<br><br>(1) organization; organisation <br>(2) structure; construction <br>(3) tissue <br>(4) system,N3 N1
船舶,せんぱく<br><br>ship,N3 N1
透明,とうめい<br><br>transparency; cleanness,N1 N4
証明,しょうめい<br><br>proof; verification,N1 N4
明朗,めいろう<br><br>ight; clear; cheerful,N1 N4
明瞭,めいりょう<br><br>clarity; clearness,N1 N4
締切り,"しめきり<br><br>(1) deadline; closing; cut-off; end <br>(2) cofferdam <br>(3) closed (door, window, etc.)",N1 N4
踏切り,ふみきり<br><br>(1) railway crossing; railroad crossing; train crossing; level crossing <br>(2) starting line; scratch <br>(3) determination <br>(4) stepping over the edge of the ring (in sumo),N1 N4
締め切る,しめきる<br><br>to close up; to shut up (e.g. behind doors); to cut off (e.g. because a deadline has expired),N1 N4
電源,"でんげん<br><br>(1) source of electricity; electrical power <br>(2) power (button on TV, etc.)",N5 N1
統合,とうごう<br><br>(1) integration; unification; synthesis <br>(2) integrated; built-in,N1 N4
合唱,がっしょう<br><br>chorus; singing in a chorus,N1 N4
弁当,べんとう<br><br>ento; Japanese box lunch,N3 N1
該当,がいとう<br><br>corresponding to; being applicable to; coming under; falling under; applying to; fulfilling,N3 N1
妥当,だとう<br><br>valid; proper; right; appropriate,N3 N1
お弁当,おべんとう<br><br>ento (Japanese box lunch),N3 N1
娯楽,ごらく<br><br>pleasure; amusement,N1 N4
楽譜,がくふ<br><br>score (music); sheet music,N1 N4
公衆,こうしゅう<br><br>the public; general public,N1 N2
索引,さくいん<br><br>index; indices; indexes,N1 N4
引っ繰り返る,ひっくりかえる<br><br>to be overturned; to be upset; to topple over; to be reversed,N3 N1 N4
眼科,がんか<br><br>ophthalmology,N3 N1
歌謡,かよう<br><br>song; ballad,N1 N4
刀,かたな<br><br>(1) (single-edged) sword; katana <br>(2) dagger; knife <br>(3) scalpel,N1
剃刀,かみそり<br><br>azor,N0 N1
兼用,けんよう<br><br>multi-use; combined use; combination; serving two purposes,N1 N4
如何,どう<br><br>how; in what way; how about,N5 N1
如何にも,いかにも<br><br>indeed; really; phrase indicating agreement,N5 N1
如何して,どうして<br><br>why?; for what reason; how; in what way; for what purpose; what for,N5 N1
如何しても,どうしても<br><br>y all means; at any cost; no matter what; after all; in the long run; cravingly; at any rate; surely,N5 N1
如何に,"いかに<br><br>(1) how; in what way <br>(2) however much; however (e.g. easy, rich, sad); whatever; how much <br>(3) hey; oi",N5 N1
丁寧,ていねい<br><br>polite; courteous; careful; care; kind; close; thorough; conscientious,N1
包丁,ほうちょう<br><br>kitchen knife; carving knife,N1 N2
丁度,ちょうど<br><br>just; right; exactly,N1 N4
丁々,ちょうちょう<br><br>clashing of swords; felling of trees; ringing of an ax,N1
世紀,せいき<br><br>century; era,N1 N4
主義,しゅぎ<br><br>doctrine; rule; principle,N1 N4
主催,しゅさい<br><br>sponsorship (i.e. conducting under one's auspices); promotion; organizing; organising; hosting; staging,N1 N4
事態,じたい<br><br>situation; (present) state of affairs; circumstances,N1 N4
刑事,けいじ<br><br>(1) (police) detective <br>(2) criminal matter,N1 N4
従事,じゅうじ<br><br>engaging; pursuing; following (e.g. profession or occupation),N1 N4
事柄,ことがら<br><br>matter; thing; affair; circumstance,N1 N4
事項,じこう<br><br>matter; item; facts,N1 N4
炊事,すいじ<br><br>cooking; culinary arts,N1 N4
奉仕,ほうし<br><br>attendance; service; ministry; church work,N1 N4
代弁,だいべん<br><br>pay by proxy; act for another; speak for another,N1 N4
全盛,ぜんせい<br><br>height of prosperity,N3 N1
全滅,ぜんめつ<br><br>annihilation; total destruction; complete destruction; crushing defeat,N3 N1
描写,びょうしゃ<br><br>depiction; description; portrayal,N1 N4
陳列,ちんれつ<br><br>exhibition; display; show,N3 N1
援助,えんじょ<br><br>assistance; aid; support,N3 N1
騒動,そうどう<br><br>strife; riot; rebellion; turmoil,N1 N4
振動,しんどう<br><br>oscillation; vibration,N1 N4
動揺,どうよう<br><br>(1) shaking; trembling; pitching; rolling; oscillation <br>(2) disturbance; unrest; agitation; excitement; commotion; turmoil; discomposure; feeling shaken,N1 N4
